date,time,code,name,summary,market
2026-09-04,10:00,5284,jpp-KY,受邀參加統一證券2026Q3全球展望秋季投資論壇,上市
2026-09-04,10:00,7827,漢康-KY創,本公司受邀參加統一證券2026Q3全球展望秋季投資論壇，說明本公司營運狀況,上市
2026-09-04,10:00,3324,雙鴻,本公司受邀參加 Citi 2026 Semicon Tour,上櫃
2026-09-04,11:00,1477,聚陽,介紹本公司之營運概況及經營策略等財務業務相關資料,上市
2026-09-04,11:00,3533,嘉澤,本公司受邀參加花旗證券舉辦之Citi 2026 Semicon Tour，說明本公司之營運概況、財務及業務相關訊息,上市
2026-09-04,11:00,6415,矽力*-KY,本公司受邀參加中國信託證券前瞻論壇，就本公司已公開發布之財務數字、經營績效等相關資訊做說明。,上市
2026-09-04,11:00,7828,創新服務,本公司受邀參加中國信託證券舉辦之“中國信託證券2026年第三季前瞻論壇”,上櫃
2026-09-04,11:15,1303,南亞,本公司受邀參加統一證券舉辦之法人說明會，說明本公司之營運概況,上市
2026-09-04,11:15,2352,佳世達,本公司受邀參加統一證券投資論壇,上市
2026-09-04,11:15,3189,景碩,向法人說明產業狀況與本公司經營績效,上市
2026-09-04,13:30,2455,全新,本公司受邀參加中國信託證券舉辦中信證券2026第三季前瞻論壇，會中就公司業務狀況等說明。,上市
2026-09-04,13:30,6213,聯茂,"本公司將於2026/09/04參加中信證券舉辦之""2026年第三季前瞻論壇""，就本公司已公布之經營績效等相關資訊做說明。",上市
2026-09-04,13:30,8299,群聯,本公司受邀參加CTBC中信證券舉辦之投資論壇，說明營運績效等。,上櫃
2026-09-04,14:00,2481,強茂,本公司受邀參加統一證券舉辦之投資論壇，說明115年第二季本公司營運成果。,上市
2026-09-04,14:00,6491,晶碩,本公司受邀參加統一證券所舉辦之投資論壇，會中就本公司之財務數字、經營績效等相關資訊做說明。,上市
2026-09-04,14:00,8210,勤誠,本公司受邀參加統一證券主辦之第三季論壇,上市
2026-09-04,14:00,9904,寶成,應邀參加富邦證券舉辦之法人說明會，介紹本公司及說明115年第二季營運績效,上市
2026-09-04,14:00,3363,上詮,本公司受邀參加統一證券舉辦之2026第三季投資論壇，會中說明本公司營運概況及經營績效。,上櫃
2026-09-04,14:30,2548,華固,本公司受邀參加富邦證券舉辦之實體法說會，說明本公司營運現況及展望,上市
2026-09-04,14:30,3484,崧騰,受凱基證券邀請參加法說會,上櫃
2026-09-04,14:30,8923,時報,本公司受邀參加富邦證券舉辦之法人說明會,上櫃
2026-09-04,15:00,2327,國巨*,"本公司於115/09/04受邀參加由Citi舉辦之 ""Citi 2026 Semicon Tour""投資人說明會， 就公司營運及產業概況向投資機構做說明。",上市
2026-09-04,15:00,3376,新日興,本公司受邀參加中信證券舉辦之「2026第三季前瞻論壇」，就公司營運概況等說明。,上市
2026-09-04,15:00,6198,瑞築,瑞築建設受邀參加台新證券舉辦之線上法說會，說明本公司營運概況及未來展望並回答投資人提問。,上櫃
2026-09-04,15:15,2313,華通,"本公司受邀參加統一證券舉辦之2026Q3秋季投資論壇,於會中說明公司營運概況與產業趨勢",上市
2026-09-04,15:15,3026,禾伸堂,本公司受邀參加統一證券舉辦之2026 Q3秋季投資論壇，說明公司近期營運概況。,上市
2026-09-04,15:15,6570,維田,受邀參加統一證券2026Q3全球展望秋季投資論壇,上櫃
2026-09-04,16:00,2851,中再保,說明公司營運狀況,上市
2026-09-07,10:00,7750,新代,本公司受邀參加 Macquarie Asia Technology Conference 2026，說明本公司2026年第二季營運概況。,上市
2026-09-08,14:00,2450,神腦,本公司受邀參加由台新證券舉辦之線上法人說明會，就本公司經營實績向投資機構說明。,上市
2026-09-08,14:00,5284,jpp-KY,受邀參加宏遠證券舉辦之產業趨勢論壇,上市
2026-09-08,14:00,8299,群聯,本公司受邀參加Horizon宏遠證券舉辦之投資論壇，說明營運績效等。,上櫃
2026-09-08,14:30,1598,岱宇,本公司受邀參加統一證券舉辦之法說會,上市
2026-09-08,14:30,4441,振大環球,本公司受邀參加國票證券舉辦之法人說明會,上市
2026-09-08,14:30,4585,達明,本公司受邀參加由元大證券舉辦之線上法說會，說明本公司115年第2季之營運成果與展望。,上市
2026-09-08,14:30,7788,松川精密,本公司受邀參加元大證券舉辦之法人說明會，報告最新營運成果及未來展望。,上市
2026-09-08,14:30,9917,中保科,本公司受邀參加元大證券所舉辦之線上法人說明會，說明本公司營運成果及營運展望。,上市
2026-09-08,15:00,9910,豐泰,說明本公司之營運與財務概況,上市
2026-09-08,15:30,3037,欣興,本公司受邀參加宏遠證券舉辦之2026年趨勢產業論壇 ，會中就本公司已公開發布之 財務數字、經營績效等相關資訊作說明。,上市
2026-09-08,15:30,3443,創意,本公司受邀參加宏遠證券投資論壇，說明本公司營運概況。,上市
2026-09-09,09:30,4770,上品,本公司受邀參加元大證券所舉辦之「2026年第三季投資論壇」，將於會中說明本公司財務及業務相關資訊。,上市
2026-09-09,09:30,4958,臻鼎-KY,本公司受邀參加元大證券舉辦之2026第三季投資論壇，說明PCB產業展望、公司營運績效相關資訊。,上市
2026-09-09,09:30,4772,台特化,本公司受邀參加元大證券辦理之第三季投資論壇,上櫃
2026-09-09,09:30,6584,南俊國際,公告本公司受邀參加由元大證券舉辦之2026元大證券第三季投資論壇，說明本公司財務及業務相關資訊。,上櫃
2026-09-09,10:50,2301,光寶科,元大2026第三季投資論壇,上市
2026-09-09,10:50,6526,達發,公告本公司115年09月09日受邀參加元大證券於台北舉辦之第三季投資論壇， 簡報資料請參閱公開資訊觀測站。,上市
2026-09-09,10:50,3363,上詮,本公司受邀參加元大證券2026第三季投資論壇，會中說明本公司營運概況及經營績效。,上櫃
2026-09-09,10:50,3587,閎康,本公司受邀參加元大證券所舉辦之第三季投資論壇，說明營運概況。,上櫃
2026-09-09,10:50,8086,宏捷科,本公司受邀參加2026年元大證券第三季投資論壇,上櫃
2026-09-09,13:30,2351,順德,本公司受邀參加元大證券舉辦之投資人說明會,上市
2026-09-09,13:30,2637,慧洋-KY,本公司受邀參加元大證券舉辦之2026年第三季投資論壇， 就本公司財務及業務狀況做說明。,上市
2026-09-09,13:30,6890,來億-KY,本公司受邀參加元大證券辦理之2026年第三季投資論壇，會中說明本公司115年第二季業績狀況及營運展望。,上市
2026-09-09,13:30,6613,朋億*,本公司與母公司聖暉工程科技(股)公司及子公司銳澤實業(股)公司，受邀參加元大證券舉辦之第三季投資論壇，於會議中說明本公司115年第二季經營成果及營運展望。,上櫃
2026-09-09,13:30,6739,竹陞科技,公告本公司受邀參加元大證券舉辦之法人說明會,上櫃
2026-09-09,13:30,7703,銳澤,本公司及母公司朋億(股)公司與聖暉工程科技(股)公司，受邀參加元大證券舉辦之法人說明會，於會議中說明本公司115年第二季經營成果及營運展望。,上櫃
2026-09-09,14:00,2891,中信金,本公司參加第一金證券舉辦之投資人說明會,上市
2026-09-09,14:00,6902,GOGOLOOK,本公司受邀參加宏遠證券舉辦之「2026年趨勢產業論壇」，說明本公司營運狀況。,上市
2026-09-09,14:00,3548,兆利,本公司受邀參加國票綜合證券舉辦之法人座談會 ，說明本公司營運概況。,上櫃
2026-09-09,14:30,2608,嘉里大榮,115年上半年業績發表會,上市
2026-09-09,14:30,7799,禾榮科,本公司受邀參加富邦證券舉辦之法人說明會，會中就公司業務狀況等說明。,上市
2026-09-09,15:00,3413,京鼎,本公司受邀參加元大證券舉辦之「2026 年第三季投資論壇」，會中將說明本公司 2026 年第二季營運及財務成果。,上市
2026-09-09,15:00,3715,定穎投控,本公司受邀參加元大證券舉辦之2026第三季投資論壇。,上市
2026-09-09,15:00,6937,天虹,本公司受邀參加元大證券舉辦之「2026 年第三季投資論壇」，說明本公司營運概況。,上市
2026-09-09,15:00,7768,頌勝科技,受邀參加元大證券辦理之第三季投資論壇。,上市
2026-09-09,15:30,4966,譜瑞-KY,公告本公司於民國115年09月09日受邀參加宏遠證券於宏遠證券七樓會議室舉辦之2026年 趨勢產業論壇，會中就本公司已公開發佈之財務數字、經營績效等相關資訊做說明。簡報 資料請參閱台灣公開資訊觀測站(http://mops.twse.com.tw)。,上櫃
2026-09-09,15:30,6147,頎邦,說明本公司營運概況及產業發展,上櫃
2026-09-09,16:00,4739,康普,就本公司已公開之財務業務資訊作說明。,上市
2026-09-10,09:40,2395,研華,本公司將受邀參加凱基證券舉辦之「2026年第三季投資論壇」，會中就本公司115年第二季財務數字、經營績效等資訊做相關說明。,上市
2026-09-10,09:40,5306,桂盟,"本公司受邀參加凱基證券於台北舉辦的""2026年第三季投資論壇""",上市
2026-09-10,09:40,6669,緯穎,本公司受邀參加凱基證券舉辦之2026年第三季投資論壇,上市
2026-09-10,11:00,3042,晶技,本公司受邀參加凱基證券2026年第三季投資論壇，說明本公司營運概況。,上市
2026-09-10,11:00,6415,矽力*-KY,本公司受邀參加凱基證券投資論壇，就本公司已公開發布之財務數字、經營績效等相關資訊做說明。,上市
2026-09-10,11:00,9921,巨大,"本公司受邀參加凱基證券於台北舉辦的 ""2026年第三季投資論壇""",上市
2026-09-10,11:00,3529,力旺,本公司受邀參加凱基證券舉辦之凱基證券2026年第三季投資論壇說明本公司財務及業務相關資訊。,上櫃
2026-09-10,14:00,2236,百達-KY,兆豐證券舉辦法人說明會，說明本公司財務及營運概況。,上市
2026-09-10,14:00,3014,聯陽,本公司受邀參加宏遠證券股份有限公司所舉辦之2026年趨勢產業論壇,上市
2026-09-10,14:00,8028,昇陽半導體,本公司受邀參加凱基證券舉辦之投資論壇，會中就本公司115年第2季營運實績進行說明。,上市
2026-09-10,14:00,3236,千如,本公司產品概述、財務績效及市場展望與機會,上櫃
2026-09-10,14:00,6173,信昌電,本公司受邀參加宏遠證券舉辦之「2026年趨勢產業論壇」，說明本公司營運狀況。,上櫃
2026-09-10,14:00,7828,創新服務,本公司受邀參加凱基證券2026年第三季投資論壇,上櫃
2026-09-10,14:30,1455,集盛,報告本公司115年前兩季之營運結果及未來展望,上市
2026-09-10,14:30,1503,士電,說明本公司之營運概況、財務及業務相關資訊。,上市
2026-09-10,14:30,2762,世界健身-KY,本公司受邀請參加富邦證券舉辦之線上法人說明會,上市
2026-09-10,14:30,3447,展達,公告本公司受邀參加元大證券舉辦之法人說明會，會中向投資人說明本公司業務及營運概況,上市
2026-09-10,14:30,6861,睿生光電,公司受邀參加福邦證券舉辦之法人說明會，說明營運現況及前景。,上市
2026-09-10,14:30,6965,中傑-KY,本公司受邀參加由中信證券舉辦之線上座談會，說明本公司之營運概況、財務及業務相關資訊。,上市
2026-09-10,14:30,7740,熙特爾-創,本公司受邀參加富邦證券舉辦之法人說明會，法人說明會參加者以受富邦證券邀請者為優先。,上市
2026-09-10,14:30,1268,漢來美食,本公司受邀參加由凱基證券舉辦之線上法人說明會，說明截至115年上半年之營運概況、財務概況及未來展望。,上櫃
2026-09-10,14:30,5353,台林,本公司受邀參加台新綜合證券主辦之線上法說會，說明公司營運概況及未來展望。,上櫃
2026-09-10,14:30,8916,光隆,說明本公司之營運概況及財務業務等相關資訊,上櫃
2026-09-10,15:00,1477,聚陽,介紹本公司之營運概況及經營策略等財務業務相關資料,上市
2026-09-10,15:00,3017,奇鋐,受邀參加第三季凱基投資論壇，說明115年第二季營運結果與未來展望。,上市
2026-09-10,15:20,2481,強茂,本公司受邀參加凱基證券舉辦之投資論壇，說明115年第二季本公司營運成果。,上市
2026-09-10,15:20,6442,光聖,受邀參加凱基證券第三季投資論壇,上市
2026-09-10,15:30,3055,蔚華科,本公司受邀參加宏遠證券舉辦「2026年趨勢產業論壇」,上市
2026-09-10,15:30,6907,雅特力-KY,受邀參加宏遠證券2026年趨勢產業論壇,上櫃
2026-09-10,16:00,6136,富爾特,公司簡介及公司營運狀況說明,上市
2026-09-10,21:30,2303,聯電,本公司受邀參加花旗證券舉辦之法人說明會「2026 GEMs Conference」。,上市
2026-09-10,21:30,6446,藥華藥,本公司受邀參加Wells Fargo舉辦之法說會「21st Annual Healthcare Conference」，說明本公司之營運概況。,上市
2026-09-11,09:00,7786,東方風能,本公司受邀參加JP Morgan主辦之法人說明會，向投資人說明本公司未來營運發展計劃、財務及業務等相關資訊。,上市
2026-09-11,14:00,1232,大統益,本公司受邀參加統一證券舉辦之線上法說會，說明公司營運概況。,上市
2026-09-11,14:00,1303,南亞,本公司受邀參加群益證券舉辦之法人說明會，說明本公司之營運概況,上市
2026-09-11,14:00,1809,中釉,本公司受邀參加福邦證券所舉辦之線上法人說明會，說明本公司公司簡介及營運報告。,上市
2026-09-11,14:00,2108,南帝,本公司受邀參加元大證券公司舉辦之法人說明會,上市
2026-09-11,14:00,2327,國巨*,本公司於115/09/11受邀參加由合作金庫證券舉辦之投資人說明會就公司營運及產業概況向投資機構做說明。,上市
2026-09-11,14:00,6005,群益證,本公司115年第二季財務業務相關資訊說明,上市
2026-09-11,14:00,6655,科定,本公司受邀參加中國信託證券舉辦之法人說明會，說 明本公司近期營運概況。,上市
2026-09-11,14:30,1217,愛之味,公司簡介與營運狀況說明,上市
2026-09-11,14:30,2905,三商,說明本公司營運概況,上市
2026-09-11,14:30,3047,訊舟,受邀參加永豐金證券舉辦之法人說明會，說明本公司之財務概況及營運狀況。,上市
2026-09-11,14:30,2640,大車隊,本公司受邀參加中國信託綜合證券股份有限公司舉辦之法人說明會，並將於會中說明本公司之營運概況、財務及業務成果等相關資訊。,上櫃
2026-09-11,14:30,6721,信實,本公司謹訂2026年09月11日(五)舉辦法人說明會，期望藉此活動 讓法人及投資者更加瞭解公司營運現況及未來展望。,上櫃
2026-09-11,14:30,8089,康全電訊,受邀參加永豐金證券舉辦之法人說明會，說明本公司 之財務概況及營運狀況。,上櫃
2026-09-11,16:00,1314,中石化,說明本公司2026年第二季財務暨營運概況,上市
2026-09-14,08:00,2330,台積電,本公司受邀參加瑞銀證券所舉辦之『UBS Taiwan Summit 2026』，會中就本公司7/16法說會已公開之財務數字、經營績效等相關資訊進行說明。,上市
2026-09-14,10:00,2356,英業達,本公司受邀參加UBS Taiwan Summit 2026，說明本公司營運概況,上市
2026-09-14,10:00,3443,創意,本公司受邀參加UBS Taiwan Summit 2026，說明本公司營運概況。,上市
2026-09-14,10:00,3533,嘉澤,本公司受邀參加瑞銀證券舉辦之UBS Taiwan Summit 2026，說明本公司之營運概況、財務及業務相關訊息,上市
2026-09-14,10:00,8028,昇陽半導體,本公司受邀參加瑞銀證券舉辦之投資論壇，會中就本公司115年第2季營運實績進行說明。,上市
2026-09-14,11:00,3481,群創,公告公司受邀參加UBS證券所舉辦之「UBS Taiwan Summit 2026」，說明營運現況及前景。,上市
2026-09-14,11:00,8210,勤誠,本公司受邀參加瑞銀證券主辦之Taiwan Summit 2026,上市
2026-09-14,13:00,6239,力成,本公司受邀參加瑞銀證券舉辦之「UBS Taiwan Summit 2026」。,上市
2026-09-14,14:00,2395,研華,本公司將受邀參加瑞銀證券舉辦之「Taiwan Summit 2026」，會中就本公司115年第二季財務數字、經營績效等資訊做相關說明。,上市
2026-09-14,14:00,2850,新產,本公司115年第二季營運狀況,上市
2026-09-14,14:00,6409,旭隼,本公司受邀參加瑞銀證券所舉辦之『UBS Taiwan Summit 2026』，會中介紹公司之營運與財務狀況。,上市
2026-09-14,14:00,3105,穩懋,公告本公司115/09/14受邀參加瑞銀證券舉辦之「UBS Taiwan Summit 2026」，說明本公司之營運概況、財務及業務相關資訊。,上櫃
2026-09-14,14:30,2832,台產,本公司受邀參加國票證券舉辦之法人說明會，會中就本公司已公 開發布之營運及財務業務狀況作說明。,上市
2026-09-14,15:00,3034,聯詠,"受邀參加由UBS所舉辦""UBS Taiwan Summit 2026""，就115年第2季營運績效等相關資訊作說明。",上市
2026-09-15,09:00,1590,亞德客-KY,本公司受邀參加瑞銀證券舉辦之法人說明會「Taiwan Summit 2026」，說明本公司2026年第2季營運狀況。,上市
2026-09-15,10:00,2379,瑞昱,公告本公司115 年09 月15 日參加UBS Taiwan Summit，會中就公司營運及產業概況向投資機構做說明。,上市
2026-09-15,13:30,5284,jpp-KY,受邀參加第一金證券舉辦之2026第三季投資論壇,上市
2026-09-15,13:30,6239,力成,本公司受邀參加第一金證券舉辦之法人說明會,上市
2026-09-15,13:30,8299,群聯,本公司受邀參加UBS證券舉辦之投資論壇，說明營運績效等。,上櫃
2026-09-15,14:00,3038,全台,本公司受邀參加元大證券舉辦之線上法說會，報告本公司營運狀況暨財務報告。,上市
2026-09-15,14:00,8462,柏文,本公司受邀參加華南永昌證券舉辦之2026年第二季法人說明會,上市
2026-09-15,14:30,1419,新紡,簡報營運狀況,上市
2026-09-15,14:30,3443,創意,本公司受邀參加第一金證券法人論壇，說明本公司營運概況。,上市
2026-09-15,14:30,4807,日成-KY,本公司受邀參加康和證券舉辦法人說明會，說明本公司2026年第二季營運概況及未來展望。,上市
2026-09-15,15:00,6862,三集瑞-KY,本公司受邀參加群益證券舉辦之「2026年第三季投資論壇」，說明115年第二季財務業務相關資訊。,上市
2026-09-15,15:00,7711,永擎,本公司受群益金鼎證券股份有限公司邀請召開法人說明會，說明公司近期營運概況。,上市
2026-09-15,15:30,2360,致茂,本公司受邀參加第一金證券於9/15舉辦之第一金證券論壇，向投資人說明本公司2026年第2季之營運概況。,上市
2026-09-16,09:00,2382,廣達,"本公司受邀參加UBS證券所舉辦之""Taiwan Summit 2026""投資論壇就本公司目前之營運概況，作回顧及展望說明。",上市
2026-09-16,10:00,6669,緯穎,本公司受邀參加UBS Securities舉辦之UBS Taiwan Summit 2026,上市
2026-09-16,10:00,3611,鼎翰,本公司受邀參加永豐金證券舉辦之「2026Q3產業高峰論壇」，說明本公司之財務與業務概況。,上櫃
2026-09-16,11:00,6415,矽力*-KY,本公司受邀參加永豐金證券2026年產業投資論壇，就本公司已公開發布之財務數字、經營績效等相關資訊做說明。,上市
2026-09-16,11:10,1590,亞德客-KY,本公司受邀參加永豐金證券舉辦之法人說明會「2026年第三季產業高峰論壇」，說明本公司2026年第2季營運狀況。。,上市
2026-09-16,14:00,1307,三芳,本公司受邀參加中信證券法人說明會，說明本公司之營運概況。,上市
2026-09-16,14:00,1762,中化生,說明本公司115年上半年度之財務業務資訊及未來經營策略,上市
2026-09-16,14:00,3363,上詮,本公司受邀參加UBS Taiwan Summit 2026，會中說明本公司營運概況及經營績效。,上櫃
2026-09-16,14:00,4105,東洋,本公司受邀參加國泰證券舉辦之線上法人說明會，說明本公司財務及業務狀況。,上櫃
2026-09-16,14:30,1560,中砂,本公司受邀參加永豐金證券舉辦之「2026Q3產業投資論壇」，說明本公司第二季業務與財務概況。,上市
2026-09-16,14:30,4142,國光生,本公司受邀參加台新證券舉辦法人說明會,上市
2026-09-16,14:30,6805,富世達,本公司於115/09/16受邀參加永豐金證券 2026 Q3產業投資論壇，說明本公司之營運概況。,上市
2026-09-16,15:00,2006,東和鋼鐵,本公司受邀參加元大證券舉辦之線上法說會， 報告本公司營運狀況,上市
2026-09-16,15:30,3515,華擎,本公司受邀參加兆豐證券舉辦之產業論壇,上市
