訊號等級,策略,代碼,收盤,當日%,停損,風險%,RS相對強度,量比(vs均),狀態,日期,檢核,tech_score,news_score,report_score,confidence,signal_type
BUY★★,A+B+C 籌碼趨勢（M哥完整版）,6224.TW,76.8,1.86,74.1,3.5,0.84,1.9,突破當日！立即關注+籌碼質變,2026-08-24,✅,85.2,50.0,50.0,64.1,觀察 ⭐
BUY★,主題基本面輪動,6472.TW,453.0,-0.44,432.0,4.6,1.31,2.1,主題早期確認,2026-08-24,✅,84.3,50.0,50.0,63.7,觀察 ⭐
BUY★★,A+B+C 籌碼趨勢（M哥完整版）,4706.TWO,33.5,-1.47,33.5,0.0,1.03,2.3,突破當日！立即關注,2026-08-24,✅,83.4,50.0,50.0,63.4,觀察 ⭐
BUY★,主題基本面輪動,2881.TW,132.0,-1.49,127.5,3.4,1.17,0.7,主題早期確認,2026-08-24,✅,80.1,50.0,50.0,62.0,觀察 ⭐
BUY★,主題基本面輪動,2509.TW,14.6,-1.01,14.1,3.4,1.16,0.5,主題早期確認,2026-08-24,✅,79.8,50.0,50.0,61.9,觀察 ⭐
BUY★,A+B+C 籌碼趨勢（M哥完整版）,3176.TWO,36.9,-0.81,35.8,3.1,1.13,1.3,早期確認（距突破<10%）,2026-08-24,✅,78.9,50.0,50.0,61.6,觀察 ⭐
BUY★,主題基本面輪動,4905.TWO,90.5,1.0,87.5,3.3,1.13,0.7,主題早期確認,2026-08-24,✅,78.9,50.0,50.0,61.6,觀察 ⭐
BUY★,主題基本面輪動,2832.TW,60.7,-1.3,59.6,1.8,1.12,0.8,主題早期確認,2026-08-24,✅,78.6,50.0,50.0,61.4,觀察 ⭐
BUY★,A+B+C 籌碼趨勢（M哥完整版）,2832.TW,60.7,-1.3,59.6,1.8,1.12,0.8,早期確認（距突破<10%）+籌碼質變,2026-08-24,✅,78.6,50.0,50.0,61.4,觀察 ⭐
BUY★,主題基本面輪動,2542.TW,48.3,-1.02,48.2,0.2,1.12,0.9,主題早期確認,2026-08-24,✅,78.6,50.0,50.0,61.4,觀察 ⭐
BUY★,主題基本面輪動,2516.TW,14.4,0.7,14.1,2.8,1.11,0.7,主題早期確認,2026-08-24,✅,78.3,50.0,50.0,61.3,觀察 ⭐
BUY★,主題基本面輪動,2845.TW,13.6,-0.37,13.4,1.1,1.11,1.2,主題早期確認,2026-08-24,✅,78.3,50.0,50.0,61.3,觀察 ⭐
BUY★,主題基本面輪動,1558.TW,102.5,2.5,98.2,4.2,1.1,0.9,主題早期確認,2026-08-24,✅,78.0,50.0,50.0,61.2,觀察 ⭐
BUY★,主題基本面輪動,6919.TW,110.5,-2.64,107.5,2.7,1.1,1.2,主題早期確認,2026-08-24,✅,78.0,50.0,50.0,61.2,觀察 ⭐
BUY★,主題基本面輪動,6177.TW,47.2,-0.63,47.0,0.3,1.1,0.7,主題早期確認,2026-08-24,✅,78.0,50.0,50.0,61.2,觀察 ⭐
BUY,運價動能（航運景氣跟蹤）,2609.TW,64.5,0.78,61.5,4.6,1.2,3.3,運價向上+突破20日高(貨櫃:ZIM),2026-08-24,✅,66.0,66.0,50.0,61.2,觀察 ⭐
BUY★,A+B+C 籌碼趨勢（M哥完整版）,8433.TWO,56.3,0.72,54.8,2.7,1.08,0.5,早期確認（距突破<10%）,2026-08-24,✅,77.4,50.0,50.0,61.0,觀察 ⭐
BUY★,A+B+C 籌碼趨勢（M哥完整版）,3631.TWO,38.8,-2.27,39.5,1.8,1.06,0.7,早期確認（距突破<10%）,2026-08-24,✅,76.8,50.0,50.0,60.7,觀察 ⭐
BUY★★,A+B+C 籌碼趨勢（M哥完整版）,6664.TWO,353.0,-3.16,353.0,0.0,0.81,5.1,突破當日！立即關注,2026-08-24,✅,76.8,50.0,50.0,60.7,觀察 ⭐
BUY★,主題基本面輪動,5525.TW,22.4,-0.89,22.1,0.9,1.03,0.4,主題早期確認,2026-08-24,✅,75.9,50.0,50.0,60.4,觀察 ⭐
BUY★,主題基本面輪動,2707.TW,180.5,-1.37,180.0,0.3,1.03,0.6,主題早期確認,2026-08-24,✅,75.9,50.0,50.0,60.4,觀察 ⭐
BUY★,A+B+C 籌碼趨勢（M哥完整版）,8109.TWO,128.5,0.0,130.5,1.6,1.02,0.5,早期確認（距突破<10%）,2026-08-24,✅,75.6,50.0,50.0,60.2,觀察 ⭐
BUY★,主題基本面輪動,6914.TW,147.5,0.0,148.5,0.7,1.02,1.5,主題早期確認,2026-08-24,✅,75.6,50.0,50.0,60.2,觀察 ⭐
BUY★,主題基本面輪動,2867.TW,9.7,0.0,9.7,0.0,1.26,0.0,主題早期確認,2026-08-21,✅,75.3,50.0,50.0,60.1,觀察 ⭐
BUY★,A+B+C 籌碼趨勢（M哥完整版）,3045.TW,115.0,0.0,113.0,1.7,1.01,0.8,早期確認（距突破<10%）+籌碼質變,2026-08-24,✅,75.3,50.0,50.0,60.1,觀察 ⭐
BUY★,主題基本面輪動,2023.TW,13.9,0.0,13.9,0.7,1.0,0.6,主題早期確認,2026-08-24,✅,75.0,50.0,50.0,60.0,觀察 ⭐
BUY★,A+B+C 籌碼趨勢（M哥完整版）,1725.TW,31.4,0.64,30.5,2.7,0.99,0.3,早期確認（距突破<10%）+籌碼質變,2026-08-24,✅,74.7,50.0,50.0,59.9,觀察 ⭐
BUY,大跌後外資買進（隔日跟單）,2059.TW,14410.0,7.66,13152.7,8.7,2.99,1.0,大跌後外資買進（隔日跟單）,2026-08-24,✅,74.5,50.0,50.0,59.8,觀察 ⭐
BUY★,融資維持率創低反彈（量增）,2035.TWO,27.5,1.29,27.1,1.4,0.94,3.0,維持率當日創低即放量承接 → 搏反彈 3,2026-08-21,✅,73.2,50.0,50.0,59.3,觀察 ⭐
BUY★,A+B+C 籌碼趨勢（M哥完整版）,5425.TWO,86.1,-2.38,88.1,2.3,0.74,0.8,早期確認（距突破<10%）,2026-08-24,✅,67.2,57.6,50.0,59.2,觀察 ⭐
BUY,大跌中融資逆勢買,3653.TW,5155.0,-4.45,4890.0,5.1,1.44,1.2,大跌中融資逆勢加碼,2026-08-24,❌融資未增(近5筆-44張),73.0,50.0,50.0,59.2,觀察 ⭐
BUY,大跌後外資買進（隔日跟單）,6226.TW,23.3,9.91,21.0,9.9,1.74,1.1,大跌後外資買進（隔日跟單）,2026-08-24,✅,72.7,50.0,50.0,59.1,觀察 ⭐
BUY★,融資維持率創低反彈（量增）,3085.TWO,12.0,3.9,11.3,5.6,0.93,3.7,維持率當日創低即放量承接 → 搏反彈 3,2026-08-21,✅,72.0,50.0,50.0,58.8,觀察 ⭐
BUY★,A+B+C 籌碼趨勢（M哥完整版）,3265.TWO,166.0,-0.9,171.0,3.0,0.87,0.5,早期確認（距突破<10%）,2026-08-24,✅,71.1,50.0,50.0,58.4,觀察 ⭐
BUY,大跌中融資逆勢買,5351.TWO,118.0,-4.07,116.0,1.7,1.37,0.9,大跌中融資逆勢加碼,2026-08-24,❌融資未增(近5筆-754張),71.1,50.0,50.0,58.4,觀察 ⭐
BUY★,A+B+C 籌碼趨勢（M哥完整版）,6761.TWO,183.0,-2.14,181.0,1.1,0.84,0.5,早期確認（距突破<10%）,2026-08-24,✅,70.2,50.0,50.0,58.1,觀察 ⭐
BUY★,A+B+C 籌碼趨勢（M哥完整版）,1259.TWO,63.7,-2.0,63.7,0.0,1.09,0.3,早期確認（距突破<10%）,2026-08-24,✅,70.2,50.0,50.0,58.1,觀察 ⭐
BUY★,A+B+C 籌碼趨勢（M哥完整版）,2070.TWO,65.1,-4.69,64.8,0.4,0.84,0.9,早期確認（距突破<10%）,2026-08-24,✅,70.2,50.0,50.0,58.1,觀察 ⭐
BUY,大跌中融資逆勢買,1303.TW,180.0,-6.25,179.0,0.6,1.94,0.8,大跌中融資逆勢加碼,2026-08-24,❌融資未增(近5筆-10501張),80.0,36.3,50.0,57.9,觀察 ⭐
SETUP,A+B+C 籌碼趨勢（M哥完整版）,2615.TW,124.5,0.0,0.0,0.0,1.5,3.2,A+B1成立，等量縮平台,2026-08-24,✅,57.5,66.0,50.0,57.8,觀察 ⭐
BUY★,A+B+C 籌碼趨勢（M哥完整版）,3388.TWO,90.5,-0.88,93.0,2.8,0.82,0.8,早期確認（距突破<10%）,2026-08-24,✅,69.6,50.0,50.0,57.8,觀察 ⭐
BUY★,A+B+C 籌碼趨勢（M哥完整版）,3624.TWO,86.1,-1.94,85.4,0.8,0.78,0.7,早期確認（距突破<10%）,2026-08-24,✅,68.4,50.0,50.0,57.4,觀察 ⭐
BUY★,A+B+C 籌碼趨勢（M哥完整版）,6531.TW,845.0,-4.3,854.0,1.1,0.75,1.1,早期確認（距突破<10%）+籌碼質變,2026-08-24,✅,67.5,50.0,50.0,57.0,觀察 ⭐
BUY,吊燈出場（Chandelier Exit）,3296.TW,24.4,1.46,24.9,2.1,1.22,0.3,多頭｜停利 24.9,2026-08-24,✅,66.6,50.0,50.0,56.6,觀察 ⭐
BUY,吊燈出場（Chandelier Exit）,6226.TW,23.3,9.91,18.7,19.8,1.74,1.1,多頭｜停利 18.7,2026-08-24,✅,65.0,50.0,50.0,56.0,觀察 ⭐
BUY,主題基本面輪動,6225.TW,71.1,9.89,56.5,20.5,2.67,0.6,"主題突破（RS:Date
2015-01",2026-08-24,✅,65.0,50.0,50.0,56.0,觀察 ⭐
BUY,大跌後外資買進（隔日跟單）,3653.TW,5155.0,-4.45,4613.9,10.5,1.44,1.2,大跌後外資買進（隔日跟單）,2026-08-24,✅,65.0,50.0,50.0,56.0,觀察 ⭐
BUY,Stage 2 突破（變盤三部曲）,4530.TWO,27.7,6.13,26.8,3.2,1.11,2.0,stage2,2026-08-24,✅,63.3,50.0,50.0,55.3,觀察 ⭐
BUY,吊燈出場（Chandelier Exit）,3114.TWO,34.2,4.58,33.6,2.0,1.1,0.4,多頭｜停利 33.6,2026-08-24,✅,63.0,50.0,50.0,55.2,觀察 ⭐
SETUP,A+B+C 籌碼趨勢（M哥完整版）,6225.TW,71.1,9.89,0.0,0.0,2.67,0.6,A+B1成立，等量縮平台,2026-08-24,✅,62.5,50.0,50.0,55.0,觀察 ⭐
PRE-DEF,A+B+C 籌碼趨勢（M哥完整版）,1714.TW,16.6,-2.06,0.0,0.0,1.73,0.7,扣抵預警+籌碼（A即將成立）,2026-08-24,✅,62.5,50.0,50.0,55.0,觀察 ⭐
PRE-DEF,A+B+C 籌碼趨勢（M哥完整版）,2380.TW,19.2,-2.04,0.0,0.0,3.4,1.0,扣抵預警+籌碼（A即將成立）,2026-08-24,✅,62.5,50.0,50.0,55.0,觀察 ⭐
SETUP,A+B+C 籌碼趨勢（M哥完整版）,1709.TW,34.7,4.05,0.0,0.0,1.72,2.5,A+B1成立，等量縮平台,2026-08-24,✅,62.5,50.0,50.0,55.0,觀察 ⭐
SETUP,A+B+C 籌碼趨勢（M哥完整版）,6949.TW,1235.0,6.93,0.0,0.0,1.8,2.3,A+B1成立，等量縮平台,2026-08-24,✅,62.5,50.0,50.0,55.0,觀察 ⭐
BUY,吊燈出場（Chandelier Exit）,6712.TWO,162.0,6.93,149.5,7.7,1.21,3.2,多頭｜停利 149.5,2026-08-24,✅,62.2,50.0,50.0,54.9,觀察 ⭐
BUY,運價動能（航運景氣跟蹤）,2612.TW,60.3,0.17,57.6,4.5,1.06,2.9,運價向上+突破20日高(散裝:BDRY),2026-08-24,✅,61.8,50.0,50.0,54.7,觀察 ⭐
BUY,大跌後外資買進（隔日跟單）,6492.TWO,34.7,-0.43,32.7,5.8,0.77,1.3,大跌後外資買進（隔日跟單）,2026-08-24,✅,51.9,63.2,50.0,54.7,觀察 ⭐
PRE-DEF,A+B+C 籌碼趨勢（M哥完整版）,1718.TW,10.8,0.47,0.0,0.0,1.64,0.5,扣抵預警+籌碼（A即將成立）,2026-08-24,✅,61.7,50.0,50.0,54.7,觀察 ⭐
BUY,吊燈出場（Chandelier Exit）,6122.TWO,48.7,1.57,47.4,2.6,1.04,1.0,多頭｜停利 47.4,2026-08-24,✅,61.2,50.0,50.0,54.5,觀察 ⭐
BUY,吊燈出場（Chandelier Exit）,2348.TW,71.6,-1.1,74.2,3.6,1.03,0.4,多頭｜停利 74.2,2026-08-24,✅,60.9,50.0,50.0,54.4,觀察 ⭐
BUY,吊燈出場（Chandelier Exit）,2020.TW,22.0,0.69,20.9,4.6,1.02,0.8,多頭｜停利 20.9,2026-08-24,✅,60.6,50.0,50.0,54.2,觀察 ⭐
BUY,吊燈出場（Chandelier Exit）,2062.TW,19.2,0.52,18.4,4.4,1.02,0.5,多頭｜停利 18.4,2026-08-24,✅,60.6,50.0,50.0,54.2,觀察 ⭐
PRE,A+B+C 籌碼趨勢（M哥完整版）,2609.TW,64.5,0.78,0.0,0.0,1.2,3.3,均線轉下出場,2026-08-24,✅,48.5,66.0,50.0,54.2,觀察 ⭐
BUY,吊燈出場（Chandelier Exit）,1449.TW,12.6,2.03,12.2,3.1,1.01,1.3,多頭｜停利 12.2,2026-08-24,✅,60.3,50.0,50.0,54.1,觀察 ⭐
BUY,吊燈出場（Chandelier Exit）,4104.TW,71.8,0.14,69.9,2.7,1.01,0.3,多頭｜停利 69.9,2026-08-24,✅,60.3,50.0,50.0,54.1,觀察 ⭐
BUY,吊燈出場（Chandelier Exit）,8401.TWO,23.1,0.22,22.6,2.5,1.0,0.2,多頭｜停利 22.6,2026-08-24,✅,60.0,50.0,50.0,54.0,觀察 ⭐
BUY,吊燈出場（Chandelier Exit）,3532.TW,376.5,9.93,337.1,10.5,1.27,1.1,多頭｜停利 337.1,2026-08-24,✅,59.8,50.0,50.0,53.9,觀察 ⭐
BUY,吊燈出場（Chandelier Exit）,3706.TW,92.1,2.33,85.9,6.7,1.08,0.8,多頭｜停利 85.9,2026-08-24,✅,59.9,50.0,50.0,53.9,觀察 ⭐
BUY,大跌中融資逆勢買,4127.TWO,85.3,-3.62,85.3,0.0,1.24,0.6,大跌中融資逆勢加碼,2026-08-24,❌融資未增(近5筆-11張),59.7,50.0,50.0,53.9,觀察 ⭐
BUY,吊燈出場（Chandelier Exit）,5907.TW,5.0,0.4,4.8,2.9,0.98,0.4,多頭｜停利 4.8,2026-08-24,✅,59.4,50.0,50.0,53.8,觀察 ⭐
BUY,吊燈出場（Chandelier Exit）,9925.TW,40.2,1.13,39.8,0.8,0.98,1.1,多頭｜停利 39.8,2026-08-24,✅,59.4,50.0,50.0,53.8,觀察 ⭐
BUY,吊燈出場（Chandelier Exit）,5312.TWO,92.5,0.87,96.7,4.5,0.98,0.6,多頭｜停利 96.7,2026-08-24,✅,59.4,50.0,50.0,53.8,觀察 ⭐
BUY,吊燈出場（Chandelier Exit）,3646.TWO,23.5,1.95,22.3,5.3,0.99,1.1,多頭｜停利 22.3,2026-08-24,✅,59.2,50.0,50.0,53.7,觀察 ⭐
BUY,吊燈出場（Chandelier Exit）,2736.TWO,12.1,1.68,11.4,5.9,1.01,3.7,多頭｜停利 11.4,2026-08-24,✅,58.9,50.0,50.0,53.6,觀察 ⭐
BUY,吊燈出場（Chandelier Exit）,2949.TWO,61.6,4.05,59.4,3.5,0.97,2.7,多頭｜停利 59.4,2026-08-24,✅,59.1,50.0,50.0,53.6,觀察 ⭐
SETUP,A+B+C 籌碼趨勢（M哥完整版）,3234.TWO,166.0,9.93,0.0,0.0,1.54,2.4,A+B1成立，等量縮平台,2026-08-24,✅,58.7,50.0,50.0,53.5,觀察 ⭐
BUY,吊燈出場（Chandelier Exit）,2013.TW,42.0,0.36,40.5,3.4,0.96,0.5,多頭｜停利 40.5,2026-08-24,✅,58.8,50.0,50.0,53.5,觀察 ⭐
BUY,吊燈出場（Chandelier Exit）,6997.TWO,68.5,0.44,69.9,2.0,0.96,0.3,多頭｜停利 69.9,2026-08-24,✅,58.8,50.0,50.0,53.5,觀察 ⭐
BUY,量縮整理→出量突破（融資沒走）,6212.TWO,31.1,3.49,28.7,7.6,1.08,2.6,量縮整理後真出量突破（融資沒走）,2026-08-21,✅,58.5,50.0,50.0,53.4,觀察 ⭐
BUY,量縮整理→出量突破（融資沒走）,2035.TWO,27.5,1.29,27.4,0.2,0.94,3.0,量縮整理後真出量突破（融資沒走）,2026-08-21,❌融資大減(-100%),58.2,50.0,50.0,53.3,觀察 ⭐
PRE-DEF,A+B+C 籌碼趨勢（M哥完整版）,5468.TWO,26.3,-5.9,0.0,0.0,1.52,0.6,扣抵預警+籌碼（A即將成立）,2026-08-24,✅,58.1,50.0,50.0,53.2,觀察 ⭐
BUY,吊燈出場（Chandelier Exit）,3297.TWO,27.4,1.29,27.0,1.5,0.93,0.2,多頭｜停利 27.0,2026-08-24,✅,57.9,50.0,50.0,53.2,觀察 ⭐
BUY,吊燈出場（Chandelier Exit）,6189.TW,49.5,2.81,46.7,5.6,0.96,1.3,多頭｜停利 46.7,2026-08-24,✅,57.9,50.0,50.0,53.2,觀察 ⭐
PRE,A+B+C 籌碼趨勢（M哥完整版）,8093.TWO,27.3,9.86,0.0,0.0,1.51,5.4,均線轉下出場,2026-08-24,✅,57.8,50.0,50.0,53.1,觀察 ⭐
BUY,大跌後外資買進（隔日跟單）,8046.TW,1135.0,0.0,988.8,12.9,1.3,0.6,大跌後外資買進（隔日跟單）,2026-08-24,✅,57.1,50.0,50.0,52.9,觀察 ⭐
BUY,大跌後外資買進（隔日跟單）,6834.TW,89.9,0.22,79.4,11.7,1.24,0.3,大跌後外資買進（隔日跟單）,2026-08-24,✅,57.2,50.0,50.0,52.9,觀察 ⭐
BUY,吊燈出場（Chandelier Exit）,6548.TWO,70.8,2.46,65.3,7.7,1.04,0.7,多頭｜停利 65.3,2026-08-24,✅,57.2,50.0,50.0,52.9,觀察 ⭐
BUY,吊燈出場（Chandelier Exit）,6721.TWO,52.6,1.15,51.2,2.6,0.9,0.7,多頭｜停利 51.2,2026-08-24,✅,57.0,50.0,50.0,52.8,觀察 ⭐
BUY,吊燈出場（Chandelier Exit）,3141.TWO,72.3,2.55,69.7,3.6,0.9,0.8,多頭｜停利 69.7,2026-08-24,✅,57.0,50.0,50.0,52.8,觀察 ⭐
BUY,吊燈出場（Chandelier Exit）,2064.TWO,12.6,1.2,12.0,5.5,0.92,3.1,多頭｜停利 12.0,2026-08-24,✅,56.9,50.0,50.0,52.7,觀察 ⭐
BUY,吊燈出場（Chandelier Exit）,3622.TW,53.8,8.03,50.7,5.7,0.93,4.5,多頭｜停利 50.7,2026-08-24,✅,56.9,50.0,50.0,52.7,觀察 ⭐
BUY,主題基本面輪動,3229.TW,59.7,-3.4,51.8,13.2,1.29,3.3,"主題突破（RS:Date
2015-01",2026-08-24,✅,56.4,50.0,50.0,52.6,觀察 ⭐
BUY,吊燈出場（Chandelier Exit）,2743.TWO,59.6,1.53,57.6,3.4,0.88,1.7,多頭｜停利 57.6,2026-08-24,✅,56.4,50.0,50.0,52.6,觀察 ⭐
BUY,吊燈出場（Chandelier Exit）,1616.TW,19.6,1.03,18.6,5.1,0.89,1.0,多頭｜停利 18.6,2026-08-24,✅,56.6,50.0,50.0,52.6,觀察 ⭐
BUY,吊燈出場（Chandelier Exit）,6741.TWO,57.1,4.77,53.7,6.0,0.92,2.0,多頭｜停利 53.7,2026-08-24,✅,56.1,50.0,50.0,52.4,觀察 ⭐
BUY,大跌後外資買進（隔日跟單）,2383.TW,5430.0,-4.4,4954.3,8.8,1.05,0.8,大跌後外資買進（隔日跟單）,2026-08-24,✅,55.8,50.0,50.0,52.3,觀察 ⭐
BUY,吊燈出場（Chandelier Exit）,3040.TW,38.4,-0.26,35.8,6.7,0.94,0.4,多頭｜停利 35.8,2026-08-24,✅,55.6,50.0,50.0,52.3,觀察 ⭐
BUY,吊燈出場（Chandelier Exit）,6116.TW,14.2,2.9,13.4,5.6,0.89,1.0,多頭｜停利 13.4,2026-08-24,✅,55.8,50.0,50.0,52.3,觀察 ⭐
PRE-DEF,A+B+C 籌碼趨勢（M哥完整版）,3653.TW,5155.0,-4.45,0.0,0.0,1.44,1.2,扣抵預警+籌碼（A即將成立）,2026-08-24,✅,55.7,50.0,50.0,52.3,觀察 ⭐
BUY,吊燈出場（Chandelier Exit）,1773.TW,160.0,0.31,156.1,2.4,0.85,0.7,多頭｜停利 156.1,2026-08-24,✅,55.5,50.0,50.0,52.2,觀察 ⭐
BUY,吊燈出場（Chandelier Exit）,6235.TW,37.7,-1.31,37.1,1.5,0.84,0.4,多頭｜停利 37.1,2026-08-24,✅,55.2,50.0,50.0,52.1,觀察 ⭐
PRE,A+B+C 籌碼趨勢（M哥完整版）,6409.TW,1010.0,1.51,0.0,0.0,1.41,0.4,均線轉下出場,2026-08-24,✅,54.8,50.0,50.0,51.9,觀察 ⭐
BUY,大跌中融資逆勢買,3167.TW,665.0,-8.28,655.0,1.5,0.82,2.3,大跌中融資逆勢加碼,2026-08-24,✅,54.6,50.0,50.0,51.8,觀察 ⭐
BUY,吊燈出場（Chandelier Exit）,3338.TW,60.9,-0.16,61.3,0.7,0.82,0.4,多頭｜停利 61.3,2026-08-24,✅,54.6,50.0,50.0,51.8,觀察 ⭐
BUY,大跌後外資買進（隔日跟單）,3037.TW,1075.0,-0.92,978.4,9.0,1.02,0.5,大跌後外資買進（隔日跟單）,2026-08-24,✅,54.6,50.0,50.0,51.8,觀察 ⭐
BUY,吊燈出場（Chandelier Exit）,5469.TW,70.6,-0.14,69.9,1.1,0.82,0.7,多頭｜停利 69.9,2026-08-24,✅,54.6,50.0,50.0,51.8,觀察 ⭐
BUY,吊燈出場（Chandelier Exit）,3530.TW,56.2,1.08,55.0,2.1,0.82,0.4,多頭｜停利 55.0,2026-08-24,✅,54.6,50.0,50.0,51.8,觀察 ⭐
BUY,吊燈出場（Chandelier Exit）,8215.TW,23.9,-0.42,23.6,0.9,0.81,0.5,多頭｜停利 23.6,2026-08-24,✅,54.3,50.0,50.0,51.7,觀察 ⭐
BUY,吊燈出場（Chandelier Exit）,3092.TW,24.5,2.29,23.2,5.5,0.83,1.2,多頭｜停利 23.2,2026-08-24,✅,54.1,50.0,50.0,51.7,觀察 ⭐
PRE-DEF,A+B+C 籌碼趨勢（M哥完整版）,2601.TW,7.2,-2.3,0.0,0.0,1.39,4.8,扣抵預警+籌碼（A即將成立）,2026-08-24,✅,54.2,50.0,50.0,51.7,觀察 ⭐
PRE-DEF,A+B+C 籌碼趨勢（M哥完整版）,7795.TW,568.0,0.53,0.0,0.0,1.38,0.6,扣抵預警+籌碼（A即將成立）,2026-08-24,✅,53.9,50.0,50.0,51.6,觀察 ⭐
PRE,A+B+C 籌碼趨勢（M哥完整版）,4416.TWO,15.1,9.82,0.0,0.0,1.38,1.9,均線轉下出場,2026-08-24,✅,53.9,50.0,50.0,51.6,觀察 ⭐
BUY,吊燈出場（Chandelier Exit）,3206.TWO,34.4,0.58,32.4,5.8,0.82,1.1,多頭｜停利 32.4,2026-08-24,✅,53.4,50.0,50.0,51.4,觀察 ⭐
