訊號等級,策略,代碼,收盤,停損,風險%,RS相對強度,量比(vs均),狀態,日期
BUY,吊燈出場（Chandelier Exit）,1325.TW,25.9,24.6,4.7,0.8,1.7,多頭｜停利 24.6,2026-07-16
BUY,吊燈出場（Chandelier Exit）,2524.TW,38.5,36.3,5.5,0.8,2.4,多頭｜停利 36.3,2026-07-16
BUY,量縮整理→出量突破（融資沒走）,6914.TW,146.5,143.5,2.0,0.8,3.0,量縮整理後真出量突破（融資沒走）,2026-07-16
BUY,量縮整理→出量突破（融資沒走）,4205.TWO,74.7,73.4,1.8,0.8,4.7,量縮整理後真出量突破（融資沒走）,2026-07-16
BUY,吊燈出場（Chandelier Exit）,1526.TW,15.7,14.4,8.5,0.78,7.1,多頭｜停利 14.4,2026-07-16
BUY,量縮整理→出量突破（融資沒走）,1526.TW,15.7,14.9,4.8,0.78,7.1,量縮整理後真出量突破（融資沒走）,2026-07-16
BUY,Stage 2 突破（變盤三部曲）,2034.TW,20.2,19.6,3.4,0.78,1.1,stage2,2026-07-16
BUY,吊燈出場（Chandelier Exit）,4770.TW,226.5,212.4,6.2,0.78,4.3,多頭｜停利 212.4,2026-07-16
BUY,吊燈出場（Chandelier Exit）,7782.TWO,27.4,26.8,2.1,0.78,0.3,多頭｜停利 26.8,2026-07-16
BUY,吊燈出場（Chandelier Exit）,1541.TW,22.5,20.6,8.2,0.75,2.0,多頭｜停利 20.6,2026-07-16
BUY,Stage 2 突破（變盤三部曲）,1109.TW,13.9,13.6,2.4,0.74,1.8,stage2,2026-07-16
BUY,Stage 2 突破（變盤三部曲）,2719.TWO,26.1,24.9,4.6,0.74,5.5,stage2,2026-07-16
BUY,吊燈出場（Chandelier Exit）,3040.TW,38.8,37.0,4.7,0.71,1.1,多頭｜停利 37.0,2026-07-16
BUY,融資維持率創低反彈（量增）,2235.TWO,27.8,27.0,2.9,0.71,1.8,維持率創低+融資套牢+量增 → 搏反彈 ,2026-07-16
BUY,融資維持率創低反彈（量增）,6674.TW,16.9,16.0,5.3,0.7,2.3,維持率創低+融資套牢+量增 → 搏反彈 ,2026-07-16
BUY,Stage 2 突破（變盤三部曲）,8489.TWO,24.1,23.2,3.8,0.7,3.3,stage2,2026-07-16
BUY,量縮整理→出量突破（融資沒走）,8489.TWO,24.1,23.8,1.6,0.7,3.3,量縮整理後真出量突破（融資沒走）,2026-07-16
BUY,融資維持率創低反彈（量增）,5291.TWO,54.7,50.9,6.9,0.66,4.5,維持率創低+融資套牢+量增 → 搏反彈 ,2026-07-16
BUY,吊燈出場（Chandelier Exit）,6624.TWO,44.5,40.4,9.2,0.66,0.6,多頭｜停利 40.4,2026-07-16
BUY,融資維持率創低反彈（量增）,8045.TW,60.5,55.3,8.6,0.63,3.7,維持率創低+融資套牢+量增 → 搏反彈 ,2026-07-16
BUY,融資維持率創低反彈（量增）,3491.TWO,1310.0,1155.0,11.8,0.61,2.1,維持率創低+融資套牢+量增 → 搏反彈 ,2026-07-16
SETUP,A+B+C 籌碼趨勢（M哥完整版）,6196.TW,590.0,0.0,0.0,1.22,1.5,A+B1成立，等量縮平台,2026-07-16
SETUP,A+B+C 籌碼趨勢（M哥完整版）,6243.TW,48.0,0.0,0.0,1.2,2.4,A+B1成立，等量縮平台,2026-07-16
SETUP,A+B+C 籌碼趨勢（M哥完整版）,8163.TW,35.3,0.0,0.0,1.02,0.3,A+B1成立，等量縮平台,2026-07-16
SETUP,A+B+C 籌碼趨勢（M哥完整版）,3346.TW,22.3,0.0,0.0,0.99,0.2,A+B1成立，等量縮平台,2026-07-16
SETUP,A+B+C 籌碼趨勢（M哥完整版）,3413.TW,382.0,0.0,0.0,0.99,2.8,A+B1成立，等量縮平台,2026-07-16
SETUP,A+B+C 籌碼趨勢（M哥完整版）,1434.TW,19.5,0.0,0.0,0.97,2.5,A+B1成立，等量縮平台,2026-07-16
SETUP,A+B+C 籌碼趨勢（M哥完整版）,2867.TW,8.9,0.0,0.0,0.93,1.1,A+B1成立，等量縮平台,2026-07-16
SETUP,A+B+C 籌碼趨勢（M哥完整版）,2832.TW,57.2,0.0,0.0,0.92,0.4,A+B1成立，等量縮平台,2026-07-16
SETUP,A+B+C 籌碼趨勢（M哥完整版）,4106.TW,25.3,0.0,0.0,0.92,1.4,A+B1成立，等量縮平台,2026-07-16
SETUP,A+B+C 籌碼趨勢（M哥完整版）,9946.TW,18.3,0.0,0.0,0.9,0.3,A+B1成立，等量縮平台,2026-07-16
SETUP,A+B+C 籌碼趨勢（M哥完整版）,2353.TW,30.8,0.0,0.0,0.89,0.9,A+B1成立，等量縮平台,2026-07-16
SETUP,A+B+C 籌碼趨勢（M哥完整版）,2849.TW,14.9,0.0,0.0,0.87,2.1,A+B1成立，等量縮平台,2026-07-16
SETUP,A+B+C 籌碼趨勢（M哥完整版）,1203.TW,45.0,0.0,0.0,0.85,1.9,A+B1成立，等量縮平台,2026-07-16
SETUP,A+B+C 籌碼趨勢（M哥完整版）,6799.TW,89.8,0.0,0.0,0.84,0.3,A+B1成立，等量縮平台,2026-07-16
SETUP,A+B+C 籌碼趨勢（M哥完整版）,2707.TW,179.5,0.0,0.0,0.83,0.8,均線轉下出場,2026-07-16
SETUP,A+B+C 籌碼趨勢（M哥完整版）,1604.TW,23.6,0.0,0.0,0.82,0.4,均線轉下出場,2026-07-16
SETUP,A+B+C 籌碼趨勢（M哥完整版）,2471.TW,53.0,0.0,0.0,0.81,0.9,A+B1成立，等量縮平台,2026-07-16
SETUP,A+B+C 籌碼趨勢（M哥完整版）,8104.TW,37.1,0.0,0.0,0.8,0.2,A+B1成立，等量縮平台,2026-07-16
SETUP,A+B+C 籌碼趨勢（M哥完整版）,1524.TW,27.4,0.0,0.0,0.79,0.6,A+B1成立，等量縮平台,2026-07-16
SETUP,A+B+C 籌碼趨勢（M哥完整版）,3489.TWO,19.6,0.0,0.0,0.71,0.7,A+B1成立，等量縮平台,2026-07-16
PRE,A+B+C 籌碼趨勢（M哥完整版）,4139.TWO,34.5,0.0,0.0,1.15,1.3,均線轉下出場,2026-07-16
PRE,A+B+C 籌碼趨勢（M哥完整版）,9914.TW,84.2,0.0,0.0,1.13,5.5,均線轉下出場,2026-07-16
PRE,A+B+C 籌碼趨勢（M哥完整版）,6901.TW,19.1,0.0,0.0,1.1,0.4,均線轉下出場,2026-07-16
PRE,A+B+C 籌碼趨勢（M哥完整版）,4513.TWO,21.6,0.0,0.0,1.1,5.4,均線轉下出場,2026-07-16
PRE,A+B+C 籌碼趨勢（M哥完整版）,9921.TW,88.0,0.0,0.0,1.03,1.8,均線轉下出場,2026-07-16
PRE,A+B+C 籌碼趨勢（M哥完整版）,5269.TW,1515.0,0.0,0.0,0.99,0.4,均線轉下出場,2026-07-16
PRE,A+B+C 籌碼趨勢（M哥完整版）,6757.TW,57.9,0.0,0.0,0.97,0.2,均線轉下出場,2026-07-16
PRE,A+B+C 籌碼趨勢（M哥完整版）,3564.TWO,50.2,0.0,0.0,0.96,0.4,均線轉下出場,2026-07-16
PRE,A+B+C 籌碼趨勢（M哥完整版）,7642.TWO,84.2,0.0,0.0,0.96,2.8,均線轉下出場,2026-07-16
PRE,A+B+C 籌碼趨勢（M哥完整版）,1414.TW,18.5,0.0,0.0,0.94,0.5,均線轉下出場,2026-07-16
PRE,A+B+C 籌碼趨勢（M哥完整版）,1443.TW,27.0,0.0,0.0,0.93,1.0,均線轉下出場,2026-07-16
PRE,A+B+C 籌碼趨勢（M哥完整版）,2258.TW,32.5,0.0,0.0,0.92,0.4,均線轉下出場,2026-07-16
PRE,A+B+C 籌碼趨勢（M哥完整版）,6645.TW,14.3,0.0,0.0,0.9,2.3,均線轉下出場,2026-07-16
PRE,A+B+C 籌碼趨勢（M哥完整版）,1336.TWO,15.4,0.0,0.0,0.9,1.6,均線轉下出場,2026-07-16
PRE,A+B+C 籌碼趨勢（M哥完整版）,4995.TWO,46.0,0.0,0.0,0.9,0.8,均線轉下出場,2026-07-16
PRE,A+B+C 籌碼趨勢（M哥完整版）,4438.TW,61.8,0.0,0.0,0.88,0.5,均線轉下出場,2026-07-16
PRE,A+B+C 籌碼趨勢（M哥完整版）,6841.TWO,61.5,0.0,0.0,0.88,0.7,均線轉下出場,2026-07-16
PRE,A+B+C 籌碼趨勢（M哥完整版）,1722.TW,47.8,0.0,0.0,0.87,0.6,均線轉下出場,2026-07-16
PRE,A+B+C 籌碼趨勢（M哥完整版）,2201.TW,28.9,0.0,0.0,0.87,1.1,均線轉下出場,2026-07-16
PRE,A+B+C 籌碼趨勢（M哥完整版）,4114.TWO,33.2,0.0,0.0,0.87,1.7,均線轉下出場,2026-07-16
PRE,A+B+C 籌碼趨勢（M哥完整版）,4763.TW,47.5,0.0,0.0,0.86,0.4,均線轉下出場,2026-07-16
PRE,A+B+C 籌碼趨勢（M哥完整版）,1464.TW,10.8,0.0,0.0,0.85,0.4,均線轉下出場,2026-07-16
PRE,A+B+C 籌碼趨勢（M哥完整版）,2646.TW,21.5,0.0,0.0,0.85,1.0,均線轉下出場,2026-07-16
PRE,A+B+C 籌碼趨勢（M哥完整版）,7767.TWO,46.0,0.0,0.0,0.85,2.4,均線轉下出場,2026-07-16
PRE,A+B+C 籌碼趨勢（M哥完整版）,1468.TW,12.6,0.0,0.0,0.84,0.8,均線轉下出場,2026-07-16
PRE,A+B+C 籌碼趨勢（M哥完整版）,1806.TW,8.4,0.0,0.0,0.84,0.6,均線轉下出場,2026-07-16
PRE,A+B+C 籌碼趨勢（M哥完整版）,2901.TW,24.1,0.0,0.0,0.84,2.6,均線轉下出場,2026-07-16
PRE,A+B+C 籌碼趨勢（M哥完整版）,3266.TW,14.0,0.0,0.0,0.84,1.5,均線轉下出場,2026-07-16
PRE,A+B+C 籌碼趨勢（M哥完整版）,1227.TW,30.2,0.0,0.0,0.83,0.9,均線轉下出場,2026-07-16
PRE,A+B+C 籌碼趨勢（M哥完整版）,2012.TW,15.9,0.0,0.0,0.83,0.2,均線轉下出場,2026-07-16
PRE,A+B+C 籌碼趨勢（M哥完整版）,2109.TW,14.8,0.0,0.0,0.83,0.3,均線轉下出場,2026-07-16
PRE,A+B+C 籌碼趨勢（M哥完整版）,2250.TW,64.3,0.0,0.0,0.83,0.3,均線轉下出場,2026-07-16
PRE,A+B+C 籌碼趨勢（M哥完整版）,2706.TW,12.8,0.0,0.0,0.83,1.6,均線轉下出場,2026-07-16
PRE,A+B+C 籌碼趨勢（M哥完整版）,9927.TW,70.4,0.0,0.0,0.83,3.0,均線轉下出場,2026-07-16
PRE,A+B+C 籌碼趨勢（M哥完整版）,1217.TW,10.1,0.0,0.0,0.82,0.7,均線轉下出場,2026-07-16
PRE,A+B+C 籌碼趨勢（M哥完整版）,6533.TW,228.0,0.0,0.0,0.82,5.0,均線轉下出場,2026-07-16
PRE,A+B+C 籌碼趨勢（M哥完整版）,6240.TWO,18.5,0.0,0.0,0.82,7.7,均線轉下出場,2026-07-16
PRE,A+B+C 籌碼趨勢（M哥完整版）,1321.TW,32.2,0.0,0.0,0.81,0.9,均線轉下出場,2026-07-16
PRE,A+B+C 籌碼趨勢（M哥完整版）,1341.TW,59.2,0.0,0.0,0.81,0.4,均線轉下出場,2026-07-16
PRE,A+B+C 籌碼趨勢（M哥完整版）,1476.TW,339.0,0.0,0.0,0.81,1.1,均線轉下出場,2026-07-16
PRE,A+B+C 籌碼趨勢（M哥完整版）,1477.TW,219.5,0.0,0.0,0.81,0.4,均線轉下出場,2026-07-16
PRE,A+B+C 籌碼趨勢（M哥完整版）,1702.TW,33.7,0.0,0.0,0.81,0.7,均線轉下出場,2026-07-16
PRE,A+B+C 籌碼趨勢（M哥完整版）,2106.TW,18.3,0.0,0.0,0.81,2.2,均線轉下出場,2026-07-16
PRE,A+B+C 籌碼趨勢（M哥完整版）,6918.TW,72.8,0.0,0.0,0.81,0.8,均線轉下出場,2026-07-16
PRE,A+B+C 籌碼趨勢（M哥完整版）,6873.TW,86.8,0.0,0.0,0.8,0.4,均線轉下出場,2026-07-16
PRE,A+B+C 籌碼趨勢（M哥完整版）,8482.TW,48.5,0.0,0.0,0.8,2.9,均線轉下出場,2026-07-16
PRE,A+B+C 籌碼趨勢（M哥完整版）,8488.TW,10.2,0.0,0.0,0.8,0.2,均線轉下出場,2026-07-16
PRE,A+B+C 籌碼趨勢（M哥完整版）,4743.TWO,50.3,0.0,0.0,0.8,0.3,均線轉下出場,2026-07-16
PRE,A+B+C 籌碼趨勢（M哥完整版）,1416.TW,11.1,0.0,0.0,0.79,0.5,均線轉下出場,2026-07-16
PRE,A+B+C 籌碼趨勢（M哥完整版）,4557.TW,51.0,0.0,0.0,0.79,0.6,均線轉下出場,2026-07-16
PRE,A+B+C 籌碼趨勢（M哥完整版）,6589.TW,46.2,0.0,0.0,0.79,0.6,均線轉下出場,2026-07-16
PRE,A+B+C 籌碼趨勢（M哥完整版）,7760.TW,34.0,0.0,0.0,0.79,0.6,均線轉下出場,2026-07-16
PRE,A+B+C 籌碼趨勢（M哥完整版）,3492.TWO,22.6,0.0,0.0,0.79,0.1,X型態+籌碼預警,2026-07-16
PRE,A+B+C 籌碼趨勢（M哥完整版）,1475.TW,27.3,0.0,0.0,0.78,0.8,均線轉下出場,2026-07-16
PRE,A+B+C 籌碼趨勢（M哥完整版）,1760.TW,61.5,0.0,0.0,0.78,0.7,均線轉下出場,2026-07-16
PRE,A+B+C 籌碼趨勢（M哥完整版）,2608.TW,29.4,0.0,0.0,0.78,0.8,均線轉下出場,2026-07-16
PRE,A+B+C 籌碼趨勢（M哥完整版）,4426.TW,8.5,0.0,0.0,0.78,0.4,均線轉下出場,2026-07-16
PRE,A+B+C 籌碼趨勢（M哥完整版）,6201.TW,49.0,0.0,0.0,0.78,0.6,均線轉下出場,2026-07-16
PRE,A+B+C 籌碼趨勢（M哥完整版）,6130.TWO,27.4,0.0,0.0,0.78,1.0,均線轉下出場,2026-07-16
PRE,A+B+C 籌碼趨勢（M哥完整版）,4911.TWO,34.7,0.0,0.0,0.77,2.3,均線轉下出場,2026-07-16
PRE,A+B+C 籌碼趨勢（M哥完整版）,3164.TW,16.5,0.0,0.0,0.76,0.4,均線轉下出場,2026-07-16
PRE,A+B+C 籌碼趨勢（M哥完整版）,8940.TW,16.2,0.0,0.0,0.76,0.7,均線轉下出場,2026-07-16
PRE,A+B+C 籌碼趨勢（M哥完整版）,1541.TW,22.5,0.0,0.0,0.75,2.0,均線轉下出場,2026-07-16
PRE,A+B+C 籌碼趨勢（M哥完整版）,4994.TW,91.7,0.0,0.0,0.75,0.7,均線轉下出場,2026-07-16
PRE,A+B+C 籌碼趨勢（M哥完整版）,6637.TWO,65.2,0.0,0.0,0.75,0.5,均線轉下出場,2026-07-16
PRE,A+B+C 籌碼趨勢（M哥完整版）,1626.TW,10.4,0.0,0.0,0.74,0.2,均線轉下出場,2026-07-16
PRE,A+B+C 籌碼趨勢（M哥完整版）,2227.TW,50.3,0.0,0.0,0.74,1.2,均線轉下出場,2026-07-16
PRE,A+B+C 籌碼趨勢（M哥完整版）,6965.TW,79.3,0.0,0.0,0.74,0.4,均線轉下出場,2026-07-16
PRE,A+B+C 籌碼趨勢（M哥完整版）,7780.TW,17.9,0.0,0.0,0.74,0.6,均線轉下出場,2026-07-16
PRE,A+B+C 籌碼趨勢（M哥完整版）,1445.TW,11.8,0.0,0.0,0.73,0.5,均線轉下出場,2026-07-16
PRE,A+B+C 籌碼趨勢（M哥完整版）,6807.TW,33.5,0.0,0.0,0.72,0.6,均線轉下出場,2026-07-16
PRE,A+B+C 籌碼趨勢（M哥完整版）,1410.TW,27.0,0.0,0.0,0.7,0.7,均線轉下出場,2026-07-16
PRE,A+B+C 籌碼趨勢（M哥完整版）,3557.TW,26.5,0.0,0.0,0.69,0.7,均線轉下出場,2026-07-16
PRE,A+B+C 籌碼趨勢（M哥完整版）,4148.TW,30.2,0.0,0.0,0.66,1.0,均線轉下出場,2026-07-16
PRE,A+B+C 籌碼趨勢（M哥完整版）,4414.TW,8.6,0.0,0.0,0.66,0.5,均線轉下出場,2026-07-16
PRE,A+B+C 籌碼趨勢（M哥完整版）,8068.TWO,19.4,0.0,0.0,0.66,1.6,X型態+籌碼預警,2026-07-16
PRE-DEF,A+B+C 籌碼趨勢（M哥完整版）,6182.TWO,166.0,0.0,0.0,3.16,1.1,扣抵預警+籌碼（A即將成立）,2026-07-16
PRE-DEF,A+B+C 籌碼趨勢（M哥完整版）,2380.TW,19.6,0.0,0.0,3.1,0.2,扣抵預警+籌碼（A即將成立）,2026-07-16
PRE-DEF,A+B+C 籌碼趨勢（M哥完整版）,6834.TW,107.0,0.0,0.0,2.36,0.9,扣抵預警+籌碼（A即將成立）,2026-07-16
PRE-DEF,A+B+C 籌碼趨勢（M哥完整版）,1303.TW,221.0,0.0,0.0,2.06,1.7,扣抵預警+籌碼（A即將成立）,2026-07-16
PRE-DEF,A+B+C 籌碼趨勢（M哥完整版）,2327.TW,776.0,0.0,0.0,1.98,0.8,扣抵預警+籌碼（A即將成立）,2026-07-16
PRE-DEF,A+B+C 籌碼趨勢（M哥完整版）,2302.TW,44.7,0.0,0.0,1.9,0.8,扣抵預警+籌碼（A即將成立）,2026-07-16
PRE-DEF,A+B+C 籌碼趨勢（M哥完整版）,2492.TW,341.5,0.0,0.0,1.89,0.4,扣抵預警+籌碼（A即將成立）,2026-07-16
PRE-DEF,A+B+C 籌碼趨勢（M哥完整版）,2243.TW,53.0,0.0,0.0,1.88,0.7,扣抵預警+籌碼（A即將成立）,2026-07-16
PRE-DEF,A+B+C 籌碼趨勢（M哥完整版）,8042.TWO,143.5,0.0,0.0,1.81,0.8,扣抵預警+籌碼（A即將成立）,2026-07-16
PRE-DEF,A+B+C 籌碼趨勢（M哥完整版）,8261.TW,278.5,0.0,0.0,1.79,0.2,扣抵預警+籌碼（A即將成立）,2026-07-16
PRE-DEF,A+B+C 籌碼趨勢（M哥完整版）,2478.TW,158.0,0.0,0.0,1.76,1.8,扣抵預警+籌碼（A即將成立）,2026-07-16
PRE-DEF,A+B+C 籌碼趨勢（M哥完整版）,6658.TW,175.0,0.0,0.0,1.74,0.3,扣抵預警+籌碼（A即將成立）,2026-07-16
PRE-DEF,A+B+C 籌碼趨勢（M哥完整版）,2303.TW,160.0,0.0,0.0,1.73,0.5,扣抵預警+籌碼（A即將成立）,2026-07-16
PRE-DEF,A+B+C 籌碼趨勢（M哥完整版）,6525.TW,191.5,0.0,0.0,1.7,0.8,扣抵預警+籌碼（A即將成立）,2026-07-16
PRE-DEF,A+B+C 籌碼趨勢（M哥完整版）,2483.TW,48.3,0.0,0.0,1.69,0.8,扣抵預警+籌碼（A即將成立）,2026-07-16
PRE-DEF,A+B+C 籌碼趨勢（M哥完整版）,3149.TW,93.5,0.0,0.0,1.66,1.0,扣抵預警+籌碼（A即將成立）,2026-07-16
PRE-DEF,A+B+C 籌碼趨勢（M哥完整版）,2408.TW,439.0,0.0,0.0,1.64,0.9,扣抵預警+籌碼（A即將成立）,2026-07-16
